ID,Label (description),Category,EcoSIM Other Names,EcoSIM Variable Name,File Name,Definition,Comment,Related Synonyms,Exact Synonyms,Type,DbXrefs,has_units,qualifiers,attributes,measured_ins,measurement_ofs,contexts,value_types,Parents,Group Curated?,Definition Curated?,Definition Source,Comment from Ulas,Comment from Joan,Comment from John-Marc,Comment from Jinyun,Comment from Harry,Comment from Chris
BERVO:9000004,Chemical tracer parameters for modeling,variable,,ChemTracerParsMod,ChemTracerParsMod.txt,"A categorical classification system for organizing parameters that control the behavior and transport of chemical tracers used for tracking substance movement through environmental systems. This data type groups variables such as diffusion coefficients, decay rates, and partition coefficients that govern tracer fate and transport in biogeochemical models.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000005,Sum data type,variable,,EcoSimSumDataType,EcoSimSumDataType.txt,"A categorical classification system for organizing variables that represent cumulative totals, aggregated quantities, or integrated values across spatial or temporal domains. This data type groups parameters that combine multiple components or processes into summary measures for ecosystem mass balances and budget calculations.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,Is this category useful?,
BERVO:9000006,Plant data rate type,variable,,PlantDataRateType,PlantDataRateType.txt,"A categorical classification system for organizing variables that represent time-dependent rates of plant processes such as photosynthesis, respiration, and growth. This data type groups parameters that quantify temporal changes in plant physiological functions and biomass dynamics in vegetation models.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000007,Irrigation data type,variable,,IrrigationDataType,IrrigationDataType.txt,"A categorical classification system for organizing variables related to artificial water application in agricultural and managed ecosystems. This data type groups parameters such as irrigation rates, timing schedules, water sources, and efficiency factors that control water management practices in terrestrial models.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000008,Canopy data type,variable,,CanopyDataType,CanopyDataType.txt,"A categorical classification system for organizing variables that describe the three-dimensional structure, composition, and functioning of vegetation canopies. This data type groups parameters such as leaf area index, canopy height, light interception, and architectural properties that control ecosystem energy and mass exchange processes.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000009,Land surface data type,variable,,LandSurfDataType,LandSurfDataType.txt,"A categorical classification system for organizing variables that characterize the physical properties and processes occurring at the interface between terrestrial ecosystems and the atmosphere. This data type groups parameters such as surface roughness, albedo, temperature, and moisture that control energy and water exchange in earth system models.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000010,Plant trait data type,variable,,PlantTraitDataType,PlantTraitDataType.txt,"A categorical classification system for organizing variables that represent inherent physiological, morphological, and phenological characteristics of plant species or functional groups. This data type groups parameters such as specific leaf area, wood density, maximum photosynthetic rate, and root depth that determine plant ecological strategies and ecosystem functioning.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000011,Chemical transport data type,variable,,ChemTranspDataType,ChemTranspDataType.txt,"A categorical classification system for organizing variables that govern the movement of chemical substances through environmental media via advection, diffusion, and dispersion processes. This data type groups parameters such as transport coefficients, velocity fields, and concentration gradients that control chemical fate and distribution in earth system models.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000012,Soil biogeochemical data type,variable,,SoilBGCDataType,SoilBGCDataType.txt,"A categorical classification system for organizing variables that represent biogeochemical processes and transformations occurring within soil systems. This data type groups parameters such as decomposition rates, nutrient mineralization, microbial activity, and chemical reactions that control soil carbon and nutrient cycling in terrestrial ecosystems.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000013,Grid data type,variable,,GridDataType,GridDataType.txt,"A categorical classification system for organizing variables that define the spatial discretization and computational mesh structure used in numerical models. This data type groups parameters such as grid spacing, coordinate systems, boundary conditions, and connectivity information that determine the spatial framework for earth system simulations.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000014,Microbial data type,variable,,MicrobialDataType,MicrobialDataType.txt,"A categorical classification system for organizing variables that represent microbial community structure, activity, and ecological functions in environmental systems. This data type groups parameters such as biomass, growth rates, metabolic pathways, and community composition that control microbial contributions to biogeochemical cycling.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000015,Plant management data type,variable,,PlantMgmtDataType,PlantMgmtDataType.txt,"A categorical classification system for organizing variables related to human interventions and management practices that affect plant growth and ecosystem functioning. This data type groups parameters such as fertilization schedules, harvesting practices, pruning regimes, and pest control measures used in agricultural and forestry applications.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000016,Root data type,variable,,RootDataType,RootDataType.txt,"A categorical classification system for organizing variables that characterize the structure, function, and dynamics of plant root systems in terrestrial ecosystems. This data type groups parameters such as root biomass, depth distribution, architecture, uptake rates, and exudation processes that control belowground plant-soil interactions.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000017,Surface litter data type,variable,,SurfLitterDataType,SurfLitterDataType.txt,"A categorical classification system for organizing variables that describe the accumulation, composition, and decomposition of dead organic matter on soil surfaces. This data type groups parameters such as litter mass, chemical composition, decomposition rates, and layer structure that control organic matter cycling in forest floor environments.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000018,Microbial parameters,variable,,NitroPars,NitroPars.txt,"A categorical classification system for organizing parameters that control microbial processes involved in nitrogen transformations within soil and aquatic systems. This data type groups variables such as nitrification rates, denitrification coefficients, and microbial growth parameters that regulate nitrogen cycling in biogeochemical models.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000019,Sediment data type,variable,,SedimentDataType,SedimentDataType.txt,"A categorical classification system for organizing variables that characterize the properties and behavior of particulate matter in aquatic and terrestrial systems. This data type groups parameters such as particle size distribution, settling velocities, erosion rates, and chemical composition that control sediment transport and deposition processes.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000020,constant,concept,,EcoSimConst,EcoSimConst.txt,"A categorical classification system for organizing universal physical and chemical constants that remain fixed across different environmental conditions and model applications. This concept groups fundamental parameters such as gas constants, atomic masses, and thermodynamic properties that provide reference values for biogeochemical calculations in earth system models.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000021,Climate force data type,variable,,ClimForcDataType,ClimForcDataType.txt,"A categorical classification system for organizing variables that represent atmospheric conditions and meteorological drivers that force terrestrial and aquatic ecosystem processes. This data type groups parameters such as temperature, precipitation, humidity, wind speed, and solar radiation that control environmental conditions in earth system models.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000022,Surface and soil data type,variable,,SurfSoilDataType,SurfSoilDataType.txt,"A categorical classification system for organizing variables that characterize the integrated properties and processes of surface-soil systems including their physical, chemical, and biological attributes. This data type groups parameters that describe soil-atmosphere interactions, surface energy balance, and coupled surface-subsurface processes in terrestrial ecosystems.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000023,Microbial biogeochemistry parameters,variable,,MicBGCPars,MicBGCPars.txt,"A categorical classification system for organizing parameters that control microbially-mediated biogeochemical processes and transformations in environmental systems. This data type groups variables such as enzyme kinetics, metabolic pathways, growth efficiencies, and substrate preferences that govern microbial contributions to element cycling.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000024,Soil and heat data type,variable,,SoilHeatDataType,SoilHeatDataType.txt,"A categorical classification system for organizing variables that describe thermal properties and heat transfer processes within soil systems. This data type groups parameters such as soil temperature, thermal conductivity, heat capacity, and thermal diffusivity that control soil energy balance and temperature dynamics in terrestrial ecosystems.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000025,Soil physical data type,variable,,SoilPhysDataType,SoilPhysDataType.txt,"A categorical classification system for organizing variables that characterize the physical structure and hydraulic properties of soil systems. This data type groups parameters such as porosity, bulk density, particle size distribution, hydraulic conductivity, and water retention that control soil water movement and storage capacity.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000026,Soil property data type,variable,,SoilPropertyDataType,SoilPropertyDataType.txt,"A categorical classification system for organizing variables that describe the fundamental chemical, physical, and biological characteristics of soil systems. This data type groups parameters such as pH, cation exchange capacity, organic matter content, and mineral composition that determine soil fertility and ecosystem functioning.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000027,Snow data type,variable,,SnowDataType,SnowDataType.txt,"A categorical classification system for organizing variables that characterize snow accumulation, metamorphism, and melting processes in cold climate regions. This data type groups parameters such as snow depth, density, albedo, thermal properties, and water equivalent that control snowpack dynamics and hydrological processes.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000028,Fertilizer data type,variable,,FertilizerDataType,FertilizerDataType.txt,"A categorical classification system for organizing variables related to nutrient application and fertilizer management in agricultural and managed ecosystems. This data type groups parameters such as application rates, timing, nutrient composition, and release characteristics that control artificial nutrient inputs and plant nutrition in terrestrial systems.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000029,Canopy radiation data type,variable,,CanopyRadDataType,CanopyRadDataType.txt,"A categorical classification system for organizing variables that describe the interception, absorption, transmission, and reflection of electromagnetic radiation within vegetation canopies. This data type groups parameters such as photosynthetically active radiation, near-infrared radiation, light extinction coefficients, and albedo that control canopy energy balance and photosynthesis.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000030,Soil organic matter data type,variable,,SOMDataType,SOMDataType.txt,"A categorical classification system for organizing variables that characterize the quantity, quality, and dynamics of organic matter in soil systems. This data type groups parameters such as carbon content, decomposition rates, chemical composition, and stabilization mechanisms that control soil organic matter cycling and carbon sequestration.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000031,Aqueous chemistry datatype,variable,,AqueChemDatatype,AqueChemDatatype.txt,"A categorical classification system for organizing variables that describe the chemical composition and reactions of dissolved substances in aqueous solutions within environmental systems. This data type groups parameters such as ion concentrations, pH, chemical equilibria, and reaction kinetics that control aqueous geochemical processes in soil and water systems.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000032,Soil and water data type,variable,,SoilWaterDataType,SoilWaterDataType.txt,"A categorical classification system for organizing variables that characterize the coupled dynamics of water movement and storage within soil systems. This data type groups parameters such as water content, hydraulic conductivity, water potential, infiltration rates, and drainage processes that control soil hydrology and water availability for plants and ecosystems.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000033,Constants for specific chemical reactions,constant,,,,"A categorical classification system for organizing thermodynamic and kinetic constants that govern specific chemical transformations and equilibrium processes in environmental systems. This concept groups fundamental parameters such as equilibrium constants, activation energies, and stoichiometric coefficients that control the rates and outcomes of particular chemical reactions in biogeochemical models.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:9000034,Constants for specific biochemical reactions,Constants for specific chemical reactions,,,,"A categorical classification system for organizing thermodynamic and kinetic constants that govern specific biochemical transformations and metabolic processes in living systems. This concept groups fundamental parameters such as enzyme kinetic constants, metabolic coefficients, and pathway-specific rates that control biological chemical reactions in ecosystem and biogeochemical models.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000000,Runoff,concept,,,,"The flow of water over the ground surface when soil is saturated, impermeable, or precipitation intensity exceeds infiltration capacity. This hydrological process is fundamental for understanding water balance, erosion patterns, flood generation, and downstream water resource availability in watershed and ecosystem management applications.",,,,Class,ENVO:06105211,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000001,Phosphorus,concept,,,,"An essential nutrient element required for plant growth, development, and energy transfer processes in all living organisms. This chemical element is often the limiting nutrient in terrestrial and aquatic ecosystems, controlling primary productivity, biogeochemical cycling, and ecosystem responses to environmental change and management practices.",,,P,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000002,Leaf,Plant,,,,"The primary photosynthetic organ of a plant that captures light energy and facilitates gas exchange between the plant and atmosphere. This structure is fundamental for understanding carbon assimilation, water loss through transpiration, and energy balance processes that control plant productivity and ecosystem functioning in earth system models.",,,foliage,Class,PO:0025034,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000003,Harvest,concept,,,,"The process of gathering mature crops or plant parts for human use, representing the culmination of agricultural production cycles. This activity is essential for understanding agricultural productivity, biomass removal from ecosystems, and the timing of nutrient cycling disruptions in managed terrestrial systems.",,,crop harvest,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000004,Boundary layer,concept,,,,"The thin layer of air or water immediately adjacent to a surface where flow properties such as velocity, temperature, and humidity change rapidly due to friction and molecular diffusion. This concept is crucial for understanding heat and mass transfer processes, turbulent mixing, and surface-atmosphere interactions in environmental systems.",,,surface layer,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000005,Critical,concept,,,,"A state or condition that represents a threshold point where small changes can trigger significant transitions or responses in environmental systems. This concept is fundamental for understanding tipping points, phase transitions, and threshold behaviors in ecological processes, climate dynamics, and biogeochemical cycles.",,,threshold|vital,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000006,Root layer,concept,,,,"The soil zone where plant roots are primarily located and most active in water and nutrient uptake processes. This belowground region is essential for understanding plant-soil interactions, nutrient cycling, soil structure development, and the spatial distribution of biogeochemical processes in terrestrial ecosystems.",,,rhizosphere|root zone,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000007,Canopy,concept,,,,"The uppermost layer of foliage in a forest or plant community that intercepts incoming solar radiation and precipitation. This structural component controls light penetration, microclimate conditions, and vertical habitat gradients that influence biodiversity, energy balance, and ecosystem functioning in terrestrial environments.",,,crown|canopy layer,Class,ENVO:01001242,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000008,Dissolved inorganic carbon,Carbon,,,,"Carbon in ionic forms dissolved in water, including carbonate, bicarbonate, and dissolved carbon dioxide species. This carbon pool is fundamental for understanding aquatic carbon cycling, ocean acidification, carbonate chemistry, and the exchange of carbon dioxide between water bodies and the atmosphere in global carbon cycle studies.",,,DIC,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000009,Dicalcium phosphate,Calcium,,,,"A calcium salt of phosphoric acid that serves as an important mineral form in soils and biological systems. This compound plays a role in phosphorus availability, soil fertility, and mineral weathering processes that control nutrient cycling and plant nutrition in terrestrial ecosystems.",,,CaHPO4|DCP,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000010,Iron phosphate,Iron,,,,"A chemical compound formed when iron combines with phosphate ions, commonly occurring in soils and sediments. This mineral form affects phosphorus availability, iron mobility, and redox chemistry in terrestrial and aquatic systems, influencing nutrient cycling and biogeochemical processes in environmental applications.",,,FePO4|ferric phosphate,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000011,Phenological progress,concept,,,,"The advancement of organisms through seasonal life cycle stages such as flowering, fruiting, migration, or dormancy. This temporal progression is essential for understanding ecosystem timing, species interactions, climate change impacts, and the synchronization of biological processes with environmental conditions.",,,phenophase|seasonal development,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000012,Micropore,concept,,,,"A very small pore or void space in soil or rock with diameter less than 2 micrometers that strongly holds water against gravitational forces. These pore spaces control water retention, solute transport, and microbial habitat availability, significantly influencing soil hydraulic properties and biogeochemical processes in terrestrial systems.",,,small pore|capillary pore,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000013,Surface runoff,Runoff,,,,"Water flow that occurs over the ground surface when soil infiltration capacity is exceeded by precipitation intensity or when soils are saturated. This hydrological process controls erosion, flood generation, pollutant transport, and the redistribution of water and nutrients across terrestrial landscapes in watershed management applications.",,,overland flow|surface flow,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000014,Partitioning,concept,,,,"The distribution or allocation of resources, materials, or energy among different components, processes, or spatial compartments within environmental systems. This concept is fundamental for understanding resource competition, biogeochemical cycling, energy flow, and the spatial organization of ecological and physical processes.",,,allocation|distribution,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000015,Ammonia,concept,,,,"A colorless gas composed of nitrogen and hydrogen that is highly soluble in water and readily forms ammonium ions in aqueous solutions. This compound is a key intermediate in nitrogen cycling, serving as both a product of organic matter decomposition and a substrate for nitrification processes in soil and aquatic ecosystems.",,,NH3,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000016,Iron hydroxide,Iron,,,,"A chemical compound formed when iron ions combine with hydroxide ions, commonly occurring as precipitates in soils and sediments. This compound affects iron bioavailability, soil color development, phosphorus sorption, and redox chemistry in terrestrial and aquatic environmental systems.",,,Fe(OH)3,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000017,Nitrous oxide,concept,,,,"A greenhouse gas composed of two nitrogen atoms and one oxygen atom that contributes significantly to global warming and ozone depletion. This trace gas is produced through microbial nitrification and denitrification processes in soils and water bodies, making it an important component of biogeochemical nitrogen cycling and climate change studies.",,,N2O,Class,CHEBI:17045,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000018,Magnesium sulfate,Magnesium,,,,"A chemical compound commonly known as Epsom salt that occurs naturally in soils and water bodies. This mineral form affects magnesium and sulfur availability for plant nutrition, soil chemistry, and serves as a source of essential nutrients in agricultural and ecological systems.",,,MgSO4|Epsom salt,Class,CHEBI:32599,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000019,Cold requirement,concept,,,,"The amount of cold temperature exposure, typically measured in chilling hours or days below specific temperature thresholds, needed for certain biological processes to occur. This concept is essential for understanding dormancy breaking, flowering timing, and developmental processes in plants and other organisms responding to seasonal climate patterns.",,,chilling requirement|vernalization,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000020,Erosion,concept,,,,"The process by which soil and rock particles are detached, transported, and deposited by natural forces such as water, wind, ice, and gravity. This geomorphological process shapes landscapes, affects soil fertility, influences water quality through sediment transport, and represents a critical component of earth surface dynamics and ecosystem functioning.",,,weathering|soil loss,Class,ENVO:01001346,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000021,Plant,concept,,,,"A multicellular organism that typically produces its own food through photosynthesis, serving as the primary producer in most terrestrial ecosystems. These organisms are fundamental for understanding carbon cycling, oxygen production, habitat structure, and the foundation of food webs in earth system science and ecological research.",,,vegetation,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000022,Protein carbon,Organic carbon,,,,"The carbon content contained within protein molecules, representing a significant component of organic matter in living tissues and decomposing materials. This carbon pool is important for understanding nitrogen-carbon relationships, organic matter quality, and the cycling of nutrients in terrestrial and aquatic ecosystems.",,,protein C|amino acid carbon,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000023,Concentration,Physical property,,,,"The amount of a substance present in a given volume or mass of solution, typically expressed in units such as molarity, parts per million, or mass per volume. This property is fundamental for characterizing chemical composition, pollutant levels, nutrient availability, and solution chemistry in environmental and ecological systems.",,abundance,mass per volume,Class,COMO:0000129|PATO:0000033,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000024,Methane,concept,,,,"A greenhouse gas composed of one carbon atom and four hydrogen atoms that is produced through anaerobic decomposition and other biological processes. This trace gas contributes significantly to global warming and is an important component of biogeochemical carbon cycling in wetlands, agricultural systems, and permafrost environments.",,,CH4|natural gas,Class,CHEBI:16183,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000025,Surface,concept,,,,"The outermost boundary or interface of an object or material that interacts directly with the surrounding environment. This concept is fundamental for understanding heat transfer, gas exchange, radiation absorption, and chemical reactions that occur at the interface between different environmental compartments such as soil-atmosphere, water-atmosphere, and vegetation-atmosphere boundaries.",,,interface|boundary,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000026,Drainage,concept,,,,"The process of removing excess water from soil or surface areas through natural or artificial means such as infiltration, surface flow, or constructed drainage systems. This hydrological process controls soil moisture, prevents waterlogging, influences plant growth, and affects nutrient transport and biogeochemical processes in terrestrial ecosystems.",,,water removal,Class,ENVO:01003009,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000027,Ice,Water,,,,"The solid form of water that occurs when water freezes below zero degrees Celsius, playing critical roles in hydrological and climatic systems. This phase of water affects surface albedo, seasonal water storage, habitat availability, and serves as a major component of the cryosphere that influences global climate and regional water resources.",,,frozen water,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000028,Humus,Soil,,,,"The dark, well-decomposed organic material that forms in soil through the breakdown and transformation of plant and animal matter by soil organisms. This stable organic component improves soil structure, water holding capacity, nutrient retention, and serves as a long-term carbon storage pool in terrestrial ecosystems.",,organic matter|SOM,,Class,ENVO:01000000,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000029,Longwave radiation,Radiation,,,,"Electromagnetic radiation with wavelengths longer than those of visible light, typically in the infrared range, that is emitted by all objects based on their temperature. This energy form is crucial for understanding earth's energy balance, greenhouse effect, nocturnal cooling processes, and heat transfer between earth's surface and atmosphere.",,,infrared radiation|LW,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000030,Soil surface,concept,,,,"The uppermost layer of soil that directly interfaces with the atmosphere and serves as the primary zone for gas exchange, water infiltration, and energy transfer. This critical boundary zone controls seedling establishment, surface runoff generation, evaporation processes, and the exchange of materials and energy between terrestrial and atmospheric systems.",,,ground surface|topsoil interface,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000031,Slope,concept,,,,"The inclined surface or gradient of land measured as the ratio of vertical rise to horizontal distance, typically expressed as a percentage or angle. This topographic parameter controls water flow direction, erosion potential, solar radiation exposure, and microclimate conditions that influence vegetation distribution and ecosystem processes across landscapes.",,,gradient|incline,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000032,Precipitation,Water,,,,"Water that falls from clouds in the atmosphere to Earth's surface in various forms including rain, snow, sleet, or hail. This fundamental component of the hydrological cycle provides the primary water input to terrestrial ecosystems, drives runoff and groundwater recharge, and controls the spatial and temporal availability of water resources.",,rainfall,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000033,Organic carbon,Carbon,,,,"Carbon that is incorporated into organic compounds derived from living organisms, representing the foundation of biological molecules and ecosystem carbon pools. This carbon form is essential for understanding primary productivity, decomposition processes, soil organic matter dynamics, and carbon sequestration in terrestrial and aquatic ecosystems.",,,OC|biological carbon,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000034,Iron dihydrogen phosphate,Iron,,,,"A chemical compound containing iron, hydrogen, and phosphate ions that occurs in soils and influences phosphorus and iron bioavailability. This mineral form affects nutrient cycling, soil chemistry, and plant nutrition through its role in phosphorus sorption and release processes in terrestrial ecosystems.",,,Fe(H2PO4)2|iron phosphate,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000035,Hydroxide,concept,,,,"An anion consisting of one oxygen and one hydrogen atom with a negative charge that plays fundamental roles in acid-base chemistry and pH regulation. This ion is crucial for understanding soil alkalinity, mineral weathering, plant nutrient availability, and chemical equilibria in aquatic and terrestrial environmental systems.",,,OH-|hydroxyl ion,Class,CHEBI:16234,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000036,Chloride,concept,,,,"An anion formed when chlorine gains an electron to achieve a stable electron configuration, commonly occurring in natural waters and soils. This ion affects soil salinity, plant salt tolerance, water quality, and serves as a conservative tracer for studying water movement and mixing processes in hydrological and ecological studies.",,,Cl,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000037,Silt,concept,,,,"Fine particles of mineral material with diameters between 2 and 50 micrometers that are transported by water and wind and deposited as sediment. This particle size class influences soil texture, water retention, nutrient holding capacity, and erosion susceptibility in terrestrial ecosystems and sedimentary environments.",,,fine particles|sediment,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000038,Protein to carbohydrate ratio,concept,,,,"The proportion of protein content relative to carbohydrate content in biological material, indicating the nutritional quality and biochemical composition of organic matter. This ratio is important for understanding food web dynamics, decomposition rates, nutrient cycling, and the energetic value of biological resources in ecological systems.",,,P:C ratio,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
